Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Goal_Amount
15078000,8722000,6356000,1971000,1204000,1189000,453000,756000,287000,1627000,1236000,50000000
9519000,7282000,2236000,1059000,833000,812000,614000,1500000,369000,968000,1127000,100000000
7800000,4792000,3007000,1071000,452000,653000,372000,1043000,96000,681000,424000,100000000
22973000,14164000,8809000,4015000,1238000,2242000,1295000,1423000,570000,1601000,1780000,50000000
10765000,7748000,3017000,1622000,961000,969000,615000,870000,470000,1237000,1005000,50000000
10043000,7971000,2072000,1722000,674000,1140000,594000,1412000,490000,1537000,403000,200000000
5000000,2773000,2227000,655000,295000,255000,242000,523000,213000,232000,358000,50000000
11805000,6835000,4970000,1453000,887000,816000,712000,1033000,358000,766000,810000,200000000
8385000,5125000,3260000,1354000,690000,530000,326000,987000,164000,653000,421000,50000000
23210000,21775000,1435000,4742000,2334000,2080000,1648000,3790000,1507000,2068000,3607000,100000000
20049000,13608000,6441000,3128000,1627000,801000,1019000,3313000,638000,1988000,1092000,50000000
11559000,8895000,2664000,1502000,597000,1257000,782000,1909000,488000,834000,1526000,500000000
26262000,15986000,10277000,3913000,1163000,2497000,1268000,1211000,1198000,2116000,2620000,100000000
19909000,14348000,5560000,3689000,1833000,917000,1176000,3139000,894000,1785000,914000,1000000000
13376000,7134000,6242000,1798000,753000,1079000,500000,527000,316000,1216000,946000,200000000
5000000,2578000,2422000,640000,357000,210000,208000,426000,148000,244000,344000,20000000
26455000,18807000,7647000,4867000,1227000,1369000,1168000,3050000,1129000,2610000,3389000,500000000
8052000,5471000,2582000,1038000,372000,642000,281000,1106000,395000,866000,772000,200000000
6773000,3804000,2969000,870000,587000,302000,381000,290000,189000,854000,330000,50000000
20113000,16280000,3833000,3146000,1606000,1545000,822000,3609000,859000,2810000,1882000,50000000
27199000,25752000,1447000,4395000,2178000,1425000,2220000,5195000,2138000,5497000,2704000,100000000
21921000,14864000,7058000,3500000,1772000,2057000,1046000,1097000,443000,3474000,1475000,200000000
17820000,13918000,3902000,3516000,901000,1621000,1211000,1382000,534000,3213000,1540000,500000000
17974000,16776000,1198000,3783000,1123000,2959000,2070000,1210000,852000,1100000,3680000,50000000
19267000,16843000,2424000,3674000,1000000,2052000,849000,3416000,1021000,2427000,2404000,50000000
18795000,13318000,5477000,3721000,1726000,1003000,1095000,1349000,1130000,1445000,1848000,200000000
16406000,13648000,2758000,2855000,2027000,1270000,1244000,879000,475000,2547000,2350000,100000000
15521000,8655000,6866000,2082000,660000,1242000,503000,673000,302000,1500000,1694000,50000000
14687000,10728000,3959000,1905000,644000,1478000,941000,1953000,837000,689000,2280000,200000000
11230000,7025000,4205000,1808000,934000,846000,486000,1152000,223000,1077000,499000,20000000
13597000,7784000,5812000,1912000,1113000,870000,502000,815000,293000,1459000,820000,100000000
6535000,4521000,2014000,851000,298000,419000,442000,1114000,299000,645000,453000,200000000
14508000,8110000,6399000,1560000,768000,941000,522000,1917000,260000,987000,1154000,100000000
10057000,8192000,1865000,1972000,719000,1389000,752000,1233000,761000,672000,694000,50000000
9482000,6688000,2794000,1618000,425000,439000,409000,1015000,346000,1117000,1318000,100000000
15899000,11750000,4150000,2773000,1366000,1748000,763000,1824000,557000,728000,1991000,100000000
21960000,12426000,9534000,2510000,2013000,1014000,887000,2761000,386000,1916000,939000,50000000
19592000,11028000,8564000,2403000,1353000,1088000,762000,1557000,698000,2155000,1012000,100000000
7147000,5450000,1697000,1035000,937000,330000,518000,1006000,461000,713000,451000,100000000
10052000,9481000,570000,1937000,919000,1033000,857000,1304000,605000,1629000,1197000,500000000
19704000,10705000,8998000,2329000,1303000,822000,704000,1888000,364000,1584000,1711000,20000000
10088000,6341000,3747000,1293000,550000,585000,628000,1257000,483000,402000,1144000,200000000
13877000,12368000,1509000,2655000,670000,1612000,984000,2339000,549000,2031000,1528000,200000000
17750000,9452000,8298000,2689000,1391000,1074000,1157000,703000,824000,906000,708000,200000000
10158000,9083000,1075000,2128000,750000,787000,627000,1987000,409000,795000,1600000,100000000
15527000,11427000,4100000,1991000,970000,1142000,1148000,2536000,406000,2142000,1092000,50000000
8330000,5695000,2635000,974000,665000,350000,423000,1214000,148000,869000,1051000,200000000
11993000,7668000,4325000,1546000,850000,910000,908000,796000,376000,1078000,1204000,100000000
16599000,10519000,6080000,2782000,1341000,1046000,984000,1284000,673000,790000,1617000,500000000
7035000,4486000,2549000,952000,355000,429000,418000,1093000,134000,479000,625000,500000000
17202000,15451000,1752000,2458000,1880000,1987000,1061000,3516000,328000,2855000,1366000,20000000
14902000,12305000,2597000,3326000,1179000,1006000,1231000,1383000,681000,954000,2545000,1000000000
17762000,14234000,3528000,2522000,1451000,1553000,1028000,1914000,572000,2480000,2716000,100000000
16120000,13854000,2266000,3330000,1066000,1095000,1891000,1654000,921000,2012000,1885000,500000000
21821000,13435000,8386000,3036000,2040000,1290000,1575000,1619000,746000,2340000,790000,50000000
15626000,12159000,3467000,2257000,1589000,1380000,882000,1234000,936000,2053000,1828000,200000000
12853000,9087000,3766000,2113000,830000,688000,883000,793000,931000,1184000,1665000,100000000
15611000,13303000,2309000,3380000,1292000,1886000,977000,2997000,646000,1050000,1075000,50000000
17716000,11324000,6393000,3143000,1019000,1083000,762000,1312000,1023000,966000,2017000,20000000
15244000,12034000,3210000,2523000,1185000,1643000,1062000,2734000,371000,1484000,1032000,50000000
15203000,13637000,1566000,2422000,1307000,1410000,962000,1908000,814000,2398000,2416000,20000000
11490000,7824000,3666000,1771000,616000,592000,555000,970000,485000,1504000,1331000,100000000
11685000,6193000,5492000,1501000,866000,437000,606000,1687000,168000,486000,442000,100000000
7987000,5848000,2139000,1009000,761000,296000,428000,954000,348000,993000,1059000,1000000000
23748000,15571000,8177000,4820000,1177000,1279000,1395000,1633000,1604000,1842000,1821000,200000000
8781000,7047000,1734000,1437000,603000,776000,404000,984000,499000,1227000,1117000,200000000
11535000,10705000,831000,2169000,1119000,1387000,814000,1415000,625000,1676000,1499000,100000000
11408000,8197000,3211000,1669000,856000,517000,468000,1600000,529000,1530000,1028000,50000000
19475000,13823000,5652000,3222000,767000,1331000,841000,2786000,359000,1716000,2803000,200000000
13525000,10747000,2779000,2341000,882000,1061000,819000,1542000,369000,1984000,1750000,100000000
21239000,11609000,9630000,2698000,640000,1303000,1060000,1639000,407000,1825000,2036000,1000000000
11633000,7143000,4489000,1323000,851000,543000,413000,1224000,413000,990000,1386000,100000000
16395000,14977000,1417000,3203000,1539000,1953000,1232000,1807000,580000,2636000,2027000,500000000
10823000,8675000,2149000,2010000,720000,1340000,884000,780000,648000,944000,1348000,50000000
25726000,13019000,12707000,2150000,1102000,1925000,688000,3058000,619000,2619000,856000,100000000
9062000,5365000,3697000,1190000,470000,441000,454000,1046000,377000,974000,414000,50000000
16549000,13360000,3189000,2561000,1802000,1485000,973000,1965000,857000,1944000,1773000,200000000
18169000,15334000,2835000,3918000,1175000,2085000,1558000,2774000,1097000,1038000,1689000,200000000
17069000,14985000,2083000,3417000,1855000,2143000,1688000,1639000,1234000,1573000,1437000,100000000
14074000,8887000,5186000,1820000,1077000,438000,540000,1310000,588000,1479000,1637000,200000000
14351000,13188000,1163000,2061000,1516000,1708000,1017000,2271000,761000,1815000,2038000,100000000
15219000,11396000,3823000,1977000,1349000,1651000,757000,1812000,277000,2248000,1325000,500000000
14265000,11604000,2661000,2464000,1043000,809000,845000,1907000,749000,1429000,2358000,500000000
19819000,15232000,4588000,3512000,2206000,1740000,994000,2375000,353000,3070000,982000,200000000
26053000,14465000,11587000,3070000,1768000,1159000,1194000,2879000,920000,2551000,923000,100000000
12213000,11399000,813000,2077000,1204000,1378000,630000,2005000,236000,1948000,1921000,500000000
8151000,4526000,3625000,1102000,251000,530000,324000,886000,350000,403000,679000,1000000000
14559000,8949000,5609000,2225000,552000,735000,920000,1008000,577000,1261000,1672000,100000000
27899000,24164000,3735000,6203000,3049000,1362000,2286000,4428000,789000,1585000,4462000,200000000
10982000,8548000,2434000,1489000,1330000,729000,854000,1894000,443000,1276000,534000,500000000
23196000,20346000,2849000,3362000,2743000,1159000,1250000,3497000,1499000,3442000,3395000,200000000
23389000,17122000,6266000,3510000,2580000,1243000,1538000,3988000,597000,1661000,2006000,50000000
12232000,8191000,4041000,1342000,857000,932000,785000,1812000,428000,619000,1416000,100000000
17845000,16325000,1520000,4039000,1604000,2483000,1039000,1690000,403000,2910000,2157000,200000000
23142000,11949000,11193000,2516000,1468000,1206000,1118000,1386000,839000,1358000,2058000,100000000
13104000,11601000,1504000,2402000,1403000,1274000,721000,1971000,367000,1319000,2144000,200000000
13982000,8443000,5539000,2194000,1149000,641000,816000,1055000,423000,1179000,986000,50000000
12092000,10664000,1428000,2403000,1407000,794000,835000,2317000,504000,1232000,1171000,50000000
9926000,5585000,4341000,1527000,557000,779000,618000,570000,184000,509000,839000,20000000
11754000,8946000,2808000,1675000,558000,895000,781000,1256000,782000,1414000,1585000,20000000
8880000,7989000,891000,1418000,1086000,655000,713000,1919000,371000,466000,1362000,100000000
15170000,10818000,4353000,2998000,1128000,1185000,892000,1500000,579000,1144000,1392000,20000000
11150000,9321000,1829000,1532000,1094000,1000000,649000,1277000,586000,1432000,1752000,50000000
16169000,13939000,2230000,2692000,1808000,1724000,948000,1485000,970000,2103000,2210000,100000000
7221000,6003000,1217000,1358000,536000,641000,509000,1402000,494000,595000,469000,200000000
16654000,15262000,1392000,3396000,2616000,1210000,1456000,2179000,902000,1528000,1974000,100000000
19168000,13438000,5730000,3686000,1387000,2231000,1640000,1371000,693000,968000,1462000,100000000
5031000,2908000,2124000,674000,391000,173000,163000,715000,229000,341000,223000,50000000
16870000,8798000,8072000,1717000,643000,1097000,714000,1281000,262000,1427000,1656000,20000000
21138000,12914000,8225000,2478000,1510000,995000,1287000,2593000,850000,2417000,783000,50000000
8952000,5053000,3899000,1340000,660000,805000,405000,606000,172000,282000,784000,1000000000
23363000,17547000,5816000,3844000,1887000,2355000,1495000,1631000,912000,2110000,3314000,500000000
17095000,9970000,7125000,1901000,1221000,1097000,556000,2166000,795000,1162000,1073000,100000000
11475000,5939000,5536000,1131000,918000,753000,414000,394000,354000,1180000,796000,100000000
14721000,7599000,7122000,1716000,1215000,1017000,512000,1146000,506000,782000,705000,500000000
17792000,15554000,2238000,2842000,2596000,1151000,1010000,3660000,421000,1065000,2808000,20000000
15380000,11783000,3597000,2699000,1105000,1408000,951000,1775000,427000,1249000,2170000,50000000
17694000,11698000,5996000,1936000,1255000,1211000,1076000,2293000,246000,1731000,1951000,50000000
10397000,9382000,1015000,1989000,847000,1259000,1037000,703000,804000,1983000,759000,500000000
15847000,8424000,7423000,1495000,1437000,527000,605000,1934000,568000,874000,985000,20000000
7931000,7465000,467000,2469000,601000,695000,721000,913000,293000,949000,822000,20000000
14444000,11228000,3216000,1883000,1050000,1332000,960000,2590000,511000,1209000,1693000,500000000
10480000,6105000,4375000,1271000,561000,675000,381000,1145000,483000,476000,1114000,200000000
11322000,9121000,2201000,1754000,750000,615000,764000,1674000,240000,1663000,1661000,100000000
21180000,17866000,3314000,3949000,2932000,1532000,1534000,1914000,699000,2711000,2594000,500000000
20457000,14181000,6276000,2826000,1376000,1794000,1558000,2046000,832000,1440000,2308000,100000000
18046000,16020000,2026000,3384000,2701000,1066000,1065000,4011000,547000,1988000,1258000,100000000
9538000,5416000,4122000,1244000,500000,506000,307000,1257000,233000,974000,397000,100000000
13418000,8393000,5025000,2157000,1181000,892000,588000,831000,688000,1317000,739000,200000000
21065000,11419000,9646000,2396000,1325000,1048000,782000,2706000,683000,1724000,754000,100000000
15709000,9345000,6364000,1681000,886000,1442000,926000,783000,678000,1733000,1215000,200000000
26597000,16156000,10441000,2606000,1610000,944000,1651000,2292000,1014000,2771000,3268000,200000000
16967000,15489000,1477000,3475000,1422000,2101000,838000,3657000,503000,1217000,2276000,50000000
15960000,8541000,7419000,1817000,673000,1083000,550000,2116000,627000,653000,1022000,100000000
13454000,9315000,4139000,2313000,800000,959000,627000,1108000,277000,1975000,1257000,200000000
15668000,11588000,4080000,3105000,970000,2013000,1066000,1252000,1064000,1100000,1017000,1000000000
14238000,12877000,1361000,3807000,1322000,1901000,1148000,1263000,521000,1893000,1020000,500000000
18541000,17594000,946000,3850000,1815000,2310000,1393000,2359000,1247000,3186000,1434000,50000000
19784000,16599000,3185000,4489000,1739000,1908000,1699000,1342000,1331000,2208000,1883000,100000000
11070000,10371000,699000,2439000,1497000,1177000,971000,1499000,374000,1571000,845000,100000000
8344000,7127000,1217000,1403000,1154000,800000,617000,414000,230000,1317000,1193000,100000000
5819000,5432000,387000,1277000,558000,360000,586000,648000,160000,643000,1199000,100000000
17540000,14352000,3188000,2984000,1435000,2099000,1041000,3429000,519000,1709000,1135000,1000000000
9483000,5082000,4401000,1167000,367000,646000,280000,771000,329000,552000,971000,20000000
5000000,3404000,1596000,782000,414000,518000,281000,300000,238000,432000,439000,500000000
16943000,13401000,3542000,2803000,1595000,1855000,673000,2332000,739000,1570000,1834000,100000000
27465000,18067000,9398000,3627000,1330000,2769000,1292000,4470000,405000,3001000,1174000,100000000
14970000,9326000,5643000,2332000,750000,730000,747000,1569000,273000,1981000,945000,200000000
19192000,14583000,4609000,2909000,1466000,2089000,919000,2924000,1029000,2015000,1233000,100000000
15409000,14178000,1232000,2748000,1873000,1534000,1246000,3322000,1007000,1394000,1054000,1000000000
14506000,7481000,7024000,1268000,833000,712000,576000,992000,308000,1384000,1408000,500000000
19595000,16581000,3015000,3899000,2392000,2425000,1006000,3002000,492000,1648000,1716000,50000000
13549000,11181000,2368000,2258000,1595000,1533000,999000,1569000,437000,1888000,902000,200000000
16337000,15255000,1082000,2725000,1028000,1890000,1317000,3829000,706000,2563000,1196000,100000000
16608000,15260000,1348000,3042000,1071000,1742000,1176000,2975000,1141000,1134000,2979000,100000000
11660000,9829000,1830000,2078000,859000,1113000,947000,2169000,426000,732000,1507000,100000000
19960000,14654000,5306000,2528000,1507000,1521000,868000,2233000,1089000,2004000,2904000,50000000
14125000,8361000,5764000,1953000,797000,588000,695000,1441000,346000,1413000,1129000,100000000
11221000,8364000,2857000,1941000,605000,907000,939000,1214000,295000,1328000,1134000,100000000
17683000,14931000,2751000,2928000,1023000,1166000,1412000,3822000,571000,2642000,1369000,200000000
