Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Other_Spending,Goal_Amount
13706000,12965000,741000,1898000,769000,840000,590000,840000,344000,1574000,744000,5366000,200000000
27203000,21007000,6196000,3669000,2140000,1809000,1278000,1369000,860000,2720000,2599000,4563000,20000000
14715000,13244000,1471000,2026000,1018000,774000,852000,1009000,340000,1610000,1380000,4235000,200000000
7321000,6090000,1231000,957000,381000,653000,287000,839000,278000,432000,317000,1946000,200000000
6806000,5857000,949000,941000,429000,490000,241000,382000,332000,462000,287000,2293000,50000000
14709000,12698000,2011000,1383000,941000,1209000,704000,877000,329000,1186000,1158000,4911000,100000000
9220000,7929000,1291000,1029000,377000,560000,413000,668000,256000,717000,499000,3410000,20000000
9536000,7755000,1781000,1225000,450000,550000,304000,991000,407000,737000,383000,2708000,200000000
25793000,21016000,4777000,3214000,1601000,1745000,1178000,2646000,871000,2353000,2321000,5087000,500000000
9655000,8446000,1209000,1257000,542000,596000,453000,542000,291000,1047000,609000,3109000,100000000
19829000,14900000,4929000,1898000,944000,1502000,1008000,2288000,754000,2200000,1290000,3016000,100000000
16666000,12612000,4054000,1448000,1182000,888000,998000,1112000,480000,867000,776000,4861000,100000000
8622000,7920000,702000,1243000,514000,539000,368000,600000,258000,407000,591000,3400000,200000000
15929000,12941000,2988000,1899000,835000,1350000,722000,1227000,704000,1034000,1379000,3791000,200000000
17618000,14934000,2684000,1599000,819000,1371000,568000,1663000,559000,1744000,1021000,5590000,100000000
22715000,20349000,2366000,3079000,1464000,1099000,1248000,1965000,932000,2350000,2037000,6175000,20000000
14956000,11790000,3166000,2154000,997000,1261000,493000,1720000,367000,1057000,1182000,2559000,500000000
15305000,13852000,1453000,1406000,1022000,1063000,888000,1370000,489000,992000,993000,5629000,200000000
29839000,24347000,5492000,4094000,1456000,2207000,1207000,3282000,1091000,1505000,2097000,7408000,1000000000
24621000,19766000,4855000,3578000,1571000,1347000,988000,1366000,690000,1454000,1150000,7622000,200000000
25710000,22354000,3356000,3746000,1960000,1596000,1025000,2826000,839000,1236000,2407000,6719000,1000000000
6207000,5850000,357000,894000,336000,499000,363000,396000,266000,399000,581000,2116000,200000000
26142000,23162000,2980000,3091000,1266000,1478000,1553000,1971000,650000,2460000,1646000,9047000,100000000
6387000,5034000,1353000,670000,453000,308000,378000,462000,224000,321000,508000,1710000,100000000
22985000,18742000,4243000,1851000,1082000,1354000,1176000,1692000,640000,1510000,1974000,7463000,50000000
16245000,13857000,2388000,1369000,815000,706000,541000,1857000,525000,1337000,1455000,5252000,20000000
20703000,16721000,3982000,2278000,911000,1571000,861000,1675000,647000,1370000,1728000,5680000,500000000
12501000,11336000,1165000,1350000,634000,592000,484000,860000,496000,940000,876000,5104000,200000000
15782000,12070000,3712000,1467000,890000,856000,809000,1114000,679000,1259000,1292000,3704000,50000000
8040000,6288000,1752000,866000,342000,676000,360000,854000,281000,820000,779000,1310000,200000000
14686000,13857000,829000,1354000,1100000,984000,712000,1289000,367000,1578000,1003000,5470000,500000000
19322000,15768000,3554000,2694000,1170000,1083000,585000,1574000,890000,1070000,868000,5834000,50000000
22958000,20536000,2422000,2316000,1458000,1547000,1228000,2637000,587000,1597000,2032000,7134000,500000000
26217000,22307000,3910000,3196000,1438000,1335000,1535000,3018000,979000,2255000,2183000,6368000,500000000
12537000,11416000,1121000,1444000,837000,517000,628000,1290000,449000,1002000,725000,4524000,200000000
17104000,13738000,3366000,1430000,980000,1200000,950000,1475000,489000,794000,1288000,5132000,500000000
23673000,22277000,1396000,3455000,1668000,1792000,1050000,1377000,1150000,1600000,1050000,9135000,1000000000
8139000,6831000,1308000,951000,593000,684000,249000,810000,328000,474000,559000,2183000,200000000
13535000,12560000,975000,1391000,905000,1064000,808000,1449000,462000,993000,865000,4623000,50000000
11936000,10605000,1331000,1087000,712000,1030000,379000,1309000,398000,800000,657000,4233000,50000000
23144000,21092000,2052000,2400000,1650000,2067000,828000,2100000,527000,2213000,1139000,8168000,100000000
24205000,20895000,3310000,1971000,1447000,1870000,764000,2255000,1051000,1746000,1467000,8324000,100000000
17033000,14542000,2491000,1796000,757000,1420000,830000,1697000,383000,1010000,1638000,5011000,50000000
9273000,7587000,1686000,1087000,414000,683000,440000,1031000,241000,831000,657000,2203000,20000000
8185000,7040000,1145000,1154000,638000,397000,297000,435000,204000,803000,426000,2686000,100000000
18926000,15237000,3689000,2425000,919000,929000,1111000,1692000,417000,921000,1706000,5117000,100000000
17530000,13825000,3705000,1539000,1273000,798000,1006000,1329000,787000,1054000,985000,5054000,500000000
11682000,8776000,2906000,1055000,583000,1018000,449000,1265000,551000,662000,1030000,2163000,1000000000
14963000,13845000,1118000,1645000,856000,1102000,745000,888000,580000,839000,613000,6577000,1000000000
11689000,10148000,1541000,1095000,774000,929000,651000,1329000,542000,1311000,1115000,2402000,500000000
9991000,8984000,1007000,819000,463000,565000,408000,586000,402000,500000,720000,4521000,200000000
8647000,6961000,1686000,1179000,601000,545000,325000,486000,351000,948000,742000,1784000,500000000
5647000,4782000,865000,459000,382000,237000,213000,419000,264000,404000,332000,2072000,100000000
23327000,21641000,1686000,3223000,1440000,1970000,1274000,2791000,531000,2129000,2117000,6166000,200000000
8123000,7615000,508000,732000,509000,671000,357000,767000,176000,611000,662000,3130000,200000000
5800000,4929000,871000,860000,257000,460000,298000,301000,125000,510000,248000,1870000,200000000
9101000,8008000,1093000,1113000,523000,391000,451000,614000,296000,766000,386000,3468000,100000000
15348000,12964000,2384000,2017000,667000,748000,601000,928000,743000,1146000,946000,5168000,1000000000
27655000,24897000,2758000,2426000,1447000,1568000,1002000,1385000,1275000,1715000,1192000,12887000,100000000
27791000,24247000,3544000,3900000,2112000,1477000,939000,2391000,1208000,3181000,1184000,7855000,100000000
27016000,20403000,6613000,3748000,1702000,2213000,830000,2072000,868000,3060000,1693000,4217000,200000000
28117000,25355000,2762000,3535000,1960000,1399000,912000,2613000,1258000,1285000,1514000,10879000,500000000
14354000,13569000,785000,1653000,904000,956000,541000,935000,381000,831000,876000,6492000,1000000000
13885000,10628000,3257000,1812000,663000,952000,714000,1502000,522000,1193000,892000,2378000,500000000
20292000,16017000,4275000,1632000,1294000,1243000,703000,1559000,860000,2403000,916000,5407000,100000000
13122000,11273000,1849000,1594000,921000,683000,600000,1100000,299000,1289000,1002000,3785000,500000000
26420000,22285000,4135000,3681000,1203000,2325000,987000,2676000,1221000,2786000,1608000,5798000,200000000
13417000,11846000,1571000,1409000,975000,814000,609000,827000,561000,874000,1149000,4628000,100000000
7834000,7218000,616000,686000,487000,598000,411000,536000,282000,451000,779000,2988000,50000000
16821000,15078000,1743000,1841000,676000,828000,639000,1023000,368000,977000,1058000,7668000,500000000
12377000,10872000,1505000,1620000,752000,1004000,500000,1284000,505000,974000,1046000,3187000,100000000
27479000,23052000,4427000,2405000,1534000,1396000,1420000,1562000,918000,2986000,1586000,9245000,50000000
6277000,5609000,668000,593000,326000,463000,291000,529000,264000,360000,557000,2226000,1000000000
17431000,15433000,1998000,1575000,1235000,1139000,572000,1787000,368000,1493000,1412000,5852000,500000000
21041000,17682000,3359000,2857000,1599000,996000,1110000,1800000,784000,2203000,1156000,5177000,200000000
10417000,9308000,1109000,879000,734000,430000,399000,892000,348000,834000,705000,4087000,50000000
13705000,10356000,3349000,1755000,1012000,1186000,569000,746000,451000,1005000,1211000,2421000,200000000
24823000,21366000,3457000,2623000,1895000,1149000,927000,2601000,882000,1681000,2050000,7558000,200000000
24922000,19649000,5273000,3312000,1907000,1875000,1154000,2300000,591000,2194000,1044000,5272000,100000000
25348000,20631000,4717000,3739000,1130000,1841000,1299000,2452000,1218000,2672000,1016000,5264000,100000000
19497000,17995000,1502000,1716000,1136000,1113000,1055000,2020000,802000,2334000,1662000,6157000,1000000000
16319000,12951000,3368000,1665000,653000,804000,941000,1456000,368000,1788000,1097000,4179000,20000000
18913000,17030000,1883000,2586000,1140000,925000,771000,1619000,423000,1442000,1337000,6787000,100000000
17494000,13502000,3992000,1725000,1347000,1212000,1014000,1687000,460000,811000,1712000,3534000,200000000
17006000,13701000,3305000,1617000,816000,1145000,825000,1922000,462000,844000,815000,5255000,500000000
26606000,21459000,5147000,3666000,1745000,2229000,1109000,2519000,925000,1127000,1116000,7023000,200000000
25718000,22859000,2859000,3834000,1692000,1852000,1456000,2705000,928000,1775000,1320000,7297000,50000000
11852000,10328000,1524000,1410000,550000,960000,562000,991000,289000,931000,981000,3654000,100000000
18046000,14504000,3542000,1795000,894000,751000,787000,1647000,888000,1907000,919000,4916000,50000000
19566000,17165000,2401000,2111000,1144000,1439000,594000,1225000,875000,917000,1403000,7457000,500000000
10743000,9233000,1510000,987000,511000,555000,554000,905000,419000,626000,981000,3695000,200000000
29101000,24393000,4708000,3880000,1845000,1532000,941000,1758000,825000,2353000,2631000,8628000,100000000
7627000,6791000,836000,1023000,453000,580000,295000,631000,361000,824000,401000,2223000,50000000
7826000,6240000,1586000,1105000,476000,624000,461000,427000,231000,368000,734000,1814000,50000000
9937000,8894000,1043000,813000,451000,582000,344000,898000,294000,591000,990000,3931000,200000000
20316000,19085000,1231000,2424000,1233000,1615000,800000,1424000,621000,1697000,2000000,7271000,100000000
15427000,12228000,3199000,1466000,648000,959000,894000,1680000,331000,1017000,1442000,3791000,1000000000
9877000,8650000,1227000,1026000,743000,819000,396000,754000,216000,1179000,432000,3085000,100000000
24517000,19143000,5374000,3308000,1317000,1011000,977000,2801000,840000,1867000,1903000,5119000,1000000000
24397000,20134000,4263000,2280000,1812000,1078000,1206000,2027000,1133000,2755000,1620000,6223000,500000000
22499000,17635000,4864000,2805000,1531000,1773000,764000,2462000,1086000,2593000,1277000,3344000,500000000
20099000,17561000,2538000,2529000,1420000,1431000,1190000,1423000,870000,1221000,1184000,6293000,100000000
13908000,11656000,2252000,2042000,731000,945000,532000,1135000,447000,920000,1343000,3561000,50000000
29493000,27944000,1549000,3960000,1448000,2085000,1580000,2783000,865000,1945000,2864000,10414000,500000000
21320000,19158000,2162000,2905000,1200000,1844000,824000,1452000,564000,1597000,982000,7790000,20000000
20165000,15630000,4535000,2364000,826000,1468000,772000,1936000,729000,908000,1053000,5574000,100000000
7888000,6798000,1090000,734000,605000,571000,250000,554000,272000,825000,750000,2237000,50000000
18565000,15276000,3289000,2038000,1030000,1448000,623000,1558000,631000,937000,1426000,5585000,500000000
17619000,15752000,1867000,2087000,1401000,1468000,804000,910000,520000,1964000,1451000,5147000,500000000
24210000,18871000,5339000,3087000,1706000,1285000,1145000,1343000,907000,2085000,1473000,5840000,50000000
17417000,14479000,2938000,2134000,753000,1234000,949000,1148000,666000,1368000,949000,5278000,200000000
9031000,6939000,2092000,972000,600000,625000,287000,961000,418000,839000,603000,1634000,100000000
25168000,22684000,2484000,2481000,1279000,1176000,1024000,2422000,1078000,2885000,1521000,8818000,200000000
12358000,9942000,2416000,1134000,615000,816000,445000,1391000,369000,788000,1195000,3189000,1000000000
27910000,26400000,1510000,3588000,1403000,1213000,1137000,3163000,876000,1720000,1393000,11907000,100000000
7887000,6550000,1337000,987000,604000,388000,320000,601000,214000,549000,785000,2102000,50000000
17977000,15994000,1983000,2303000,1079000,1540000,730000,1361000,452000,1419000,1697000,5413000,100000000
28307000,26194000,2113000,3003000,1890000,1301000,1112000,3071000,659000,1304000,2102000,11752000,1000000000
7737000,6380000,1357000,761000,396000,533000,409000,618000,163000,730000,468000,2302000,50000000
29733000,28073000,1660000,3960000,1811000,1670000,1507000,3271000,967000,2428000,2480000,9979000,20000000
6100000,5604000,496000,818000,329000,413000,245000,521000,298000,507000,420000,2053000,50000000
23354000,20455000,2899000,2613000,1234000,1209000,803000,1862000,844000,1401000,1460000,9029000,500000000
27371000,23556000,3815000,3362000,1365000,1703000,1247000,1903000,1157000,2935000,1641000,8243000,100000000
6962000,5349000,1613000,739000,392000,580000,401000,410000,222000,500000,312000,1793000,100000000
28827000,25454000,3373000,3723000,1914000,1695000,972000,2503000,909000,2657000,1905000,9176000,200000000
9033000,8489000,544000,1251000,442000,521000,475000,657000,215000,535000,496000,3897000,50000000
5664000,4291000,1373000,726000,445000,353000,272000,382000,164000,596000,233000,1120000,200000000
28277000,22165000,6112000,3277000,1272000,1273000,1348000,1750000,1353000,1809000,1527000,8556000,100000000
29677000,26843000,2834000,3327000,1757000,1762000,1722000,2291000,1030000,3375000,1605000,9974000,500000000
11978000,10144000,1834000,1497000,520000,483000,703000,1065000,313000,915000,696000,3952000,200000000
19522000,17939000,1583000,2491000,799000,1272000,728000,2120000,779000,1008000,1888000,6854000,500000000
16749000,12710000,4039000,1995000,1288000,1380000,909000,1799000,539000,1489000,1574000,1737000,50000000
18611000,15759000,2852000,2303000,1348000,1258000,905000,2045000,834000,1573000,780000,4713000,50000000
8037000,6877000,1160000,697000,545000,566000,340000,726000,183000,592000,436000,2792000,200000000
17384000,13633000,3751000,2549000,1297000,722000,869000,1550000,620000,1835000,1157000,3034000,500000000
9828000,9083000,745000,1330000,709000,815000,577000,1114000,433000,724000,557000,2824000,500000000
13101000,11753000,1348000,1391000,863000,776000,596000,920000,598000,667000,835000,5107000,500000000
23820000,19139000,4681000,2844000,1760000,2114000,1386000,1434000,760000,1007000,2140000,5694000,20000000
22825000,18881000,3944000,1902000,1270000,1050000,1125000,1274000,964000,2542000,1693000,7061000,50000000
13379000,12285000,1094000,1109000,831000,1167000,595000,1494000,655000,1035000,872000,4527000,200000000
14891000,13519000,1372000,1453000,1058000,1068000,735000,1132000,576000,1266000,1030000,5201000,100000000
11579000,8962000,2617000,1485000,502000,493000,557000,983000,514000,569000,654000,3205000,200000000
15980000,12548000,3432000,2232000,1188000,1416000,682000,1697000,595000,1265000,841000,2632000,50000000
6913000,6547000,366000,824000,320000,281000,324000,526000,302000,571000,365000,3034000,200000000
25555000,19414000,6141000,2996000,1906000,1956000,1306000,2830000,1232000,1973000,2247000,2968000,500000000
19178000,15988000,3190000,2074000,1006000,1620000,1058000,1391000,793000,2231000,990000,4825000,100000000
22002000,18828000,3174000,2009000,1168000,1073000,861000,2228000,542000,1886000,2083000,6978000,200000000
